run;lowBeta;highBeta;attention;velocity;currentLife;timestamp(s)
7;7955;34938;100;8,960017;3;20,83019
7;2868;2661;83;11,81003;3;21,77961
7;10231;24049;80;14,91004;3;22,81237
7;4360;19690;87;11,91003;3;23,81169
7;5705;3942;70;14,96004;3;24,82834
7;14700;49109;91;16,10007;3;25,77736
7;4103;11248;93;19,15002;3;26,79338
7;10323;3086;64;20,05;3;27,75966
7;12692;20189;66;20,02;3;28,75937
7;4457;14776;63;20,02;3;29,79192
7;4618;24732;56;20,02;3;30,75804
7;38146;33915;80;17,10004;3;31,72413
7;11207;7701;75;14,10005;3;32,72355
7;14029;19836;63;15,32008;3;33,73969
7;3337;1024;47;16,58011;3;34,7892
7;17076;12229;37;13,88011;3;35,68862
8;5461;21044;37;2,95;3;0,02
8;22403;38944;38;2,95;3;0,8242836
8;29717;9040;29;2,95;3;1,80725
8;54455;19652;44;2,95;3;2,806647
8;2628;17916;43;2,95;3;4,805348
8;3712;2283;48;2,95;3;5,821526
8;14009;19391;41;2,95;3;6,820944
8;6624;13066;51;2,95;3;7,820398
8;9807;9737;48;2,95;3;8,786587
8;10469;3906;44;2,95;3;9,769403
8;3513;4388;53;2,95;3;10,75222
8;3493;5761;60;2,95;3;11,73496
8;5559;13252;47;2,95;3;12,75111
8;4541;11634;61;2,95;3;14,73346
8;7649;17335;54;4,239999;3;15,76604
8;7971;10005;43;2,95;3;17,74859
8;11825;20634;40;2,95;3;18,73117
8;3893;26435;54;2,95;3;19,7473
8;2163;13053;64;2,95;3;20,7302
8;2470;8617;87;4,199999;3;21,72962
8;45465;18190;75;7,05001;3;22,67891
8;11491;24491;66;8,250014;3;23,67841
8;6435;5800;63;9,470042;3;24,69476
8;2252;1921;56;10,67007;3;25,69417
8;12569;6831;56;7,770059;3;26,66034
8;18239;9850;30;4,670047;3;27,69282
8;20059;18058;23;2,95;3;28,64255
8;3256;4080;17;2,95;3;29,64183
8;3542;2777;24;2,95;3;30,64125
8;7612;13875;44;2,95;3;31,7076
8;12438;33751;48;2,95;3;32,64074
8;14416;30738;51;2,95;3;33,65707
8;11397;17357;57;2,95;3;35,60549
8;23637;8326;60;2,95;3;36,63829
8;11734;10196;61;2,95;3;38,62064
8;32420;35562;57;3,879999;3;39,58656
8;5566;4373;51;2,95;3;40,61982
8;95662;13597;48;2,95;3;41,58557
8;22753;11898;37;2,95;3;42,56343
8;5842;9807;37;2,95;3;43,60141
8;10455;13355;53;2,95;3;44,60051
8;7621;3896;57;2,95;3;45,55244
8;33991;26282;63;2,95;3;46,56606
8;11313;10200;60;3,859999;3;47,5323
8;6042;2264;40;2,95;3;48,51495
8;1196;2248;30;2,95;3;49,51471
8;49170;27129;29;2,95;3;50,54784
9;19270;4776;23;2,95;3;0,02
9;15388;12937;53;2,95;3;1,833903
9;37539;16405;47;2,95;3;2,833476
9;4985;2968;37;2,95;3;3,832956
9;728;5972;34;2,95;3;4,799079
9;7982;8931;35;2,95;3;5,831873
9;11690;10497;51;2,95;3;6,798
9;2700;3479;66;2,95;3;7,830717
9;3438;10211;69;4,159999;3;8,796894
9;6737;11870;67;5,379998;3;9,812964
9;7078;2662;47;6,539997;3;10,77915
9;10612;9990;50;3,589988;3;11,76188
9;20267;17084;53;2,95;3;12,74497
9;4195;938;30;2,95;3;13,79417
9;3461;3392;44;2,95;3;14,74359
9;6147;11254;56;2,95;3;15,75975
9;20386;10692;50;2,95;3;16,72573
9;2661;9399;75;2,95;3;17,74188
9;28109;18245;64;4,199999;3;18,74157
9;3644;14812;50;5,359998;3;19,70751
9;33653;34820;43;2,95;3;20,70735
10;14043;25938;26;2,95;3;0,02
10;2084;4902;17;2,95;3;0,6209147
10;32615;29560;10;2,95;3;1,570522
10;6518;18773;16;2,95;3;3,602784
10;9576;5180;20;2,95;3;4,552118
10;14369;10308;43;2,95;3;5,568226
10;7807;5233;48;2,95;3;6,53441
10;11417;6813;56;2,95;3;7,533822
10;14462;11215;69;2,95;3;8,550054
10;6603;17989;61;4,159999;3;9,516147
10;3719;2481;61;6,599997;3;11,54845
10;37579;27349;57;7,739995;3;12,49771
